,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,avggift
3180,IN,F,874.0,510.0,516.0,543.0,555.0,17.33333333
3181,,F,441.0,228.0,288.0,279.0,331.0,8.083333333
3182,,F,606.0,509.0,530.0,,503.0,
3183,TX,F,527.0,276.0,315.0,289.0,329.0,
3184,IN,F,655.0,329.0,369.0,344.0,376.0,6.35
3185,MI,F,1102.0,404.0,540.0,470.0,591.0,
3186,TX,M,481.0,243.0,265.0,282.0,323.0,8.666666667
3187,IN,M,421.0,268.0,310.0,295.0,323.0,2.971428571
3188,CA,F,550.0,137.0,218.0,296.0,426.0,16.0
3189,AZ,F,656.0,388.0,397.0,,411.0,6.384615385
3190,OK,F,586.0,,351.0,348.0,387.0,8.0
3191,CA,M,1401.0,232.0,252.0,274.0,305.0,14.33333333
3192,SC,M,1974.0,,469.0,528.0,571.0,
3193,TX,M,557.0,319.0,370.0,368.0,411.0,7.0
3194,CA,M,1416.0,293.0,321.0,357.0,376.0,11.0
3195,CO,M,688.0,232.0,305.0,267.0,312.0,12.5
3196,CA,F,1610.0,317.0,310.0,375.0,396.0,8.055555556
3197,CA,F,2352.0,363.0,478.0,434.0,530.0,
3198,FL,M,1938.0,400.0,482.0,500.0,606.0,55.0
3199,IL,F,1705.0,512.0,565.0,610.0,659.0,12.5
3200,CA,M,861.0,243.0,240.0,280.0,289.0,
3201,FL,F,875.0,,188.0,142.0,191.0,
3202,OK,,251.0,183.0,212.0,238.0,265.0,9.4
3203,NC,M,469.0,192.0,222.0,245.0,280.0,
3204,GA,F,681.0,318.0,,355.0,377.0,7.375
3205,MN,M,486.0,262.0,299.0,310.0,348.0,8.0
3206,CA,M,2799.0,518.0,576.0,554.0,599.0,14.80952381
3207,,M,531.0,226.0,248.0,283.0,322.0,11.66666667
3208,FL,F,645.0,199.0,215.0,241.0,,8.6875
3209,MI,M,1595.0,562.0,,,758.0,23.0
3210,TX,F,567.0,334.0,399.0,,531.0,14.0
3211,OK,M,930.0,519.0,551.0,560.0,594.0,12.75
3212,WI,F,689.0,235.0,341.0,257.0,338.0,4.857142857
3213,CA,M,2413.0,564.0,566.0,553.0,560.0,10.75
3214,TX,M,749.0,228.0,295.0,289.0,377.0,5.636363636
3215,KY,,896.0,455.0,,493.0,507.0,10.28571429
3216,TX,F,505.0,304.0,366.0,351.0,425.0,6.0
3217,FL,F,2171.0,,613.0,612.0,665.0,15.0
3218,FL,F,661.0,320.0,325.0,310.0,299.0,
3219,MI,M,538.0,251.0,258.0,281.0,298.0,
3220,KY,M,460.0,299.0,331.0,321.0,353.0,
3221,MI,F,814.0,430.0,468.0,471.0,505.0,4.80952381
3222,CA,F,2297.0,512.0,550.0,,607.0,11.83333333
3223,TN,F,297.0,130.0,163.0,179.0,208.0,4.727272727
3224,TX,M,393.0,287.0,313.0,314.0,363.0,20.0
3225,AZ,M,675.0,354.0,,397.0,407.0,20.0
3226,,M,897.0,,240.0,259.0,317.0,12.33333333
3227,AZ,M,1402.0,460.0,545.0,548.0,628.0,14.625
3228,,M,566.0,315.0,310.0,326.0,329.0,17.5
3229,GA,M,1483.0,673.0,695.0,744.0,774.0,20.0
3230,IL,,504.0,289.0,,,,8.363636364
3231,CA,M,1394.0,,263.0,302.0,300.0,20.0
3232,IL,F,739.0,353.0,415.0,436.0,486.0,10.0
3233,MO,F,915.0,,442.0,385.0,537.0,13.3
3234,CA,F,978.0,200.0,291.0,256.0,307.0,20.0
3235,FL,,1270.0,363.0,,429.0,519.0,6.269230769
3236,GA,F,1717.0,,511.0,,,9.0
3237,CA,M,2449.0,464.0,472.0,518.0,519.0,
3238,CA,F,2869.0,,668.0,686.0,745.0,
3239,WA,M,1212.0,298.0,354.0,365.0,422.0,14.66666667
3240,,M,224.0,138.0,163.0,193.0,218.0,5.333333333
3241,OK,F,160.0,118.0,170.0,161.0,218.0,10.5
3242,,F,1178.0,322.0,384.0,370.0,444.0,12.33333333
3243,MS,F,668.0,303.0,456.0,326.0,,15.0
3244,WA,F,696.0,367.0,383.0,,423.0,9.0
3245,CA,F,1224.0,228.0,312.0,325.0,356.0,6.8
3246,TN,F,585.0,212.0,258.0,286.0,,10.75
3247,WA,F,555.0,305.0,299.0,,319.0,11.28571429
3248,FL,F,2038.0,390.0,515.0,564.0,670.0,8.111111111
3249,TX,M,281.0,209.0,241.0,,313.0,15.0
3250,CA,M,2494.0,526.0,643.0,639.0,728.0,11.66666667
3251,,F,444.0,,,251.0,272.0,5.777777778
3252,SC,M,499.0,214.0,252.0,249.0,276.0,3.966666667
3253,WI,M,612.0,305.0,332.0,346.0,372.0,20.5
3254,,F,1841.0,376.0,387.0,435.0,450.0,11.625
3255,,,1203.0,,413.0,,,
3256,WA,M,1412.0,399.0,413.0,442.0,457.0,15.33333333
3257,CA,,1420.0,351.0,433.0,388.0,420.0,4.5
3258,TN,,640.0,226.0,302.0,289.0,351.0,10.75
3259,NC,F,853.0,289.0,450.0,331.0,440.0,9.75
3260,MO,F,868.0,359.0,384.0,399.0,430.0,
3261,FL,M,1518.0,449.0,469.0,494.0,523.0,
3262,IL,F,590.0,353.0,403.0,362.0,,8.217391304
3263,FL,F,801.0,301.0,370.0,,408.0,15.2
3264,NV,M,675.0,336.0,375.0,325.0,372.0,5.0
3265,WA,F,1217.0,465.0,506.0,556.0,598.0,9.857142857
3266,CA,,1897.0,369.0,481.0,433.0,520.0,23.0
3267,MS,M,878.0,607.0,630.0,622.0,,9.75
3268,IL,M,680.0,289.0,325.0,293.0,316.0,
3269,TX,M,1269.0,512.0,574.0,,,4.254901961
3270,OR,M,617.0,332.0,363.0,353.0,423.0,4.533333333
3271,KY,M,838.0,,,493.0,528.0,4.866666667
3272,CA,,2166.0,427.0,515.0,471.0,559.0,
3273,SC,F,803.0,333.0,360.0,,417.0,5.823529412
3274,IN,F,666.0,255.0,332.0,325.0,394.0,4.5
3275,TN,,1217.0,567.0,614.0,608.0,644.0,19.0
3276,TX,F,876.0,364.0,504.0,414.0,529.0,24.44444444
3277,KS,M,1076.0,593.0,586.0,623.0,613.0,12.33333333
3278,LA,,500.0,296.0,313.0,291.0,303.0,12.14285714
3279,CA,M,2631.0,689.0,753.0,772.0,816.0,19.61538462
3280,FL,,916.0,,,401.0,,11.18181818
3281,TX,F,1205.0,645.0,651.0,,710.0,20.0
3282,WA,F,1952.0,483.0,527.0,522.0,578.0,5.222222222
3283,CA,F,1620.0,393.0,452.0,432.0,485.0,3.297619048
3284,KY,M,301.0,195.0,249.0,299.0,,5.166666667
3285,AL,M,842.0,,,505.0,516.0,15.6
3286,CA,F,1606.0,293.0,316.0,351.0,367.0,13.42857143
3287,MI,F,928.0,334.0,463.0,403.0,527.0,15.0
3288,,F,733.0,452.0,453.0,496.0,503.0,6.666666667
3289,MN,F,813.0,216.0,295.0,281.0,382.0,2.705882353
3290,WI,F,836.0,464.0,468.0,496.0,512.0,6.928571429
3291,MI,,483.0,364.0,,412.0,463.0,13.0
3292,CA,F,1473.0,424.0,436.0,444.0,452.0,13.33333333
3293,NC,F,828.0,232.0,308.0,327.0,380.0,10.30769231
3294,MN,M,836.0,477.0,508.0,495.0,,6.238095238
3295,CA,F,993.0,252.0,291.0,316.0,344.0,6.96
3296,CA,F,2854.0,732.0,749.0,,785.0,20.0
3297,LA,M,775.0,354.0,395.0,410.0,447.0,18.0
3298,CA,F,683.0,194.0,216.0,295.0,333.0,11.36363636
3299,AL,,367.0,179.0,220.0,236.0,276.0,11.44444444
3300,FL,M,653.0,319.0,360.0,358.0,379.0,9.5
3301,KY,F,307.0,,169.0,,216.0,10.55172414
3302,KS,M,249.0,205.0,224.0,234.0,260.0,4.75
3303,LA,M,730.0,350.0,,364.0,393.0,8.5
3304,FL,F,599.0,200.0,236.0,253.0,,7.32
3305,OK,F,684.0,323.0,386.0,388.0,430.0,7.083333333
3306,TX,,350.0,250.0,278.0,335.0,355.0,
3307,LA,F,304.0,194.0,230.0,224.0,266.0,
3308,TX,,1101.0,538.0,600.0,,640.0,16.66666667
3309,CA,,2326.0,506.0,545.0,514.0,553.0,12.15384615
3310,,M,599.0,100.0,406.0,200.0,423.0,9.230769231
3311,WI,M,564.0,,386.0,295.0,397.0,11.4
3312,OR,,429.0,192.0,207.0,259.0,277.0,16.11111111
3313,CA,M,2264.0,453.0,503.0,,537.0,9.714285714
3314,CA,M,1691.0,500.0,,,580.0,14.33333333
3315,CA,F,2387.0,394.0,,446.0,447.0,8.045454546
3316,IN,F,813.0,,495.0,,,
3317,CA,F,2473.0,585.0,586.0,610.0,,25.84375
3318,IA,,243.0,208.0,251.0,244.0,271.0,4.352941177
3319,TX,M,465.0,202.0,279.0,278.0,354.0,6.666666667
3320,MN,M,878.0,412.0,,455.0,454.0,10.125
3321,CA,F,919.0,,193.0,154.0,210.0,25.0
3322,MI,M,817.0,488.0,534.0,,567.0,5.333333333
3323,WI,F,725.0,316.0,354.0,335.0,376.0,
3324,FL,M,677.0,311.0,,,313.0,10.11538462
3325,TX,F,1715.0,554.0,750.0,626.0,837.0,
3326,MI,,726.0,485.0,495.0,516.0,509.0,17.22580645
3327,CA,M,675.0,163.0,209.0,194.0,,7.5625
3328,MI,F,632.0,279.0,336.0,339.0,388.0,8.533333333
3329,FL,M,595.0,252.0,263.0,262.0,274.0,14.69230769
3330,CA,F,2707.0,507.0,504.0,538.0,537.0,12.11764706
3331,CA,M,2666.0,535.0,,612.0,653.0,12.33333333
3332,MI,M,444.0,225.0,264.0,269.0,299.0,17.14285714
